epoch,train_loss,train_bce,train_dice_loss,val_iou_quick,val_dice_quick,epoch_time_sec
1,1.8900707850853602,1.2093726803859075,0.6806981126467387,0.33630164988000594,0.44926351607479803,21.052929878234863
2,1.6754879812399546,1.0608894402782123,0.614598540465037,0.25591165715611347,0.35791335086645565,19.72562837600708
3,1.6177018523216247,1.025821040570736,0.5918808112541835,0.36755492346543606,0.474451054716532,19.81639266014099
4,1.580175331234932,0.9956917976339658,0.5844835326075554,0.4517880966055015,0.5596830604194839,19.90595841407776
5,1.5711659123500188,1.004612170656522,0.5665537407000859,0.45818601553035426,0.5621593730059996,19.80912160873413
6,1.5389963905016582,0.9788848454753558,0.5601115425427755,0.424015858467369,0.5401985728066926,19.828460454940796
7,1.5314847588539124,0.9790243431925774,0.5524604260921478,0.41680188434852106,0.5275947014982733,19.875075340270996
8,1.5001013169686,0.9536024063825608,0.5464989120761553,0.4323748451591918,0.5359865645380867,19.9297616481781
